"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
113,4937,"one_slider",4,"Michael",0.68,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
113,3997,"one_slider",5,"Alicia",0.28,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
113,2780,"one_slider",6,"Alexander",0.76,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
113,3444,"one_slider",7,"Melinda",0.81,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
113,3849,"one_slider",8,"Laura",0.35,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
113,3757,"one_slider",9,"Greg",0.75,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
113,5259,"one_slider",10,"Julia",0.7,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
113,4666,"one_slider",11,"Maya",0.19,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
113,4497,"one_slider",12,"Eric",0.27,"friendly","most friendly","morphological","antonym","unfriendly","person","male",0,"most unfriendly","unfriendly"
113,15496,"one_slider",13,"Sophia",0.26,"happy","happiest","morphological","neg_positive","not happy","person","female",1,"unhappiest","unhappy"
113,2510,"one_slider",14,"David",0.28,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
113,3355,"one_slider",15,"Michelle",0.25,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
113,3781,"one_slider",16,"John",0.69,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
114,14656,"one_slider",1,"Alexander",0.58,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
114,8965,"one_slider",2,"Daniel",0.35,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
114,4545,"one_slider",3,"Michelle",0.68,"happy","happiest","morphological","positive","happy","person","female",1,"unhappiest","unhappy"
114,4861,"one_slider",4,"Gabriel",0.24,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
114,4045,"one_slider",5,"Kim",0.36,"hard-working","most hard-working","lexical","antonym","lazy","person","female",0,"most lazy","lazy"
114,5231,"one_slider",6,"Angela",0.61,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
114,4925,"one_slider",7,"Anthony",0.65,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
114,3818,"one_slider",8,"Tom",0.31,"polite","most polite","morphological","antonym","impolite","person","male",0,"most impolite","impolite"
114,4916,"one_slider",9,"Lee",0.33,"strong","strongest","lexical","neg_positive","not strong","person","male",1,"weakest","weak"
114,4642,"one_slider",10,"Veronica",0.62,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
114,5094,"one_slider",11,"Stephen",0.35,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
114,4063,"one_slider",12,"Michael",0.38,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
114,8569,"one_slider",13,"Eric",0.54,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
114,13170,"one_slider",14,"Monica",0.32,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
114,11501,"one_slider",15,"John",0.56,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
114,3720,"one_slider",16,"Julia",0.61,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
115,6696,"one_slider",1,"Lee",0.76,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
115,4725,"one_slider",2,"Laura",0.22,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
115,2696,"one_slider",3,"William",0.74,"fat","fattest","lexical","positive","fat","person","male",1,"skinniest","skinny"
115,2901,"one_slider",4,"Cameron",0.22,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
115,3334,"one_slider",5,"Lucas",0.67,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
115,3735,"one_slider",6,"Jennifer",0.3,"successful","most successful","morphological","antonym","unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
115,2575,"one_slider",7,"Greg",0.21,"loud","most loud","lexical","antonym","quiet","person","male",0,"most quiet","quiet"
115,4319,"one_slider",8,"Veronica",0.62,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
115,5982,"one_slider",9,"Kim",0.39,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
115,2486,"one_slider",10,"Stephen",0.68,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
115,2206,"one_slider",11,"Melinda",0.67,"strong","strongest","lexical","positive","strong","person","female",1,"weakest","weak"
115,3806,"one_slider",12,"Tom",0.44,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","male",0,"most unattractive","unattractive"
115,5918,"one_slider",13,"Daniel",0.34,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
115,3695,"one_slider",14,"Eric",0.32,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
115,3478,"one_slider",15,"Claire",0.21,"honest","most honest","morphological","antonym","dishonest","person","female",0,"most dishonest","dishonest"
115,3359,"one_slider",16,"Sophia",0.51,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
116,7102,"one_slider",1,"Alexander",0.59,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
116,3207,"one_slider",2,"Stephanie",0.23,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
116,4047,"one_slider",3,"Tom",0.65,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
116,2943,"one_slider",4,"Jennifer",0.33,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
116,3239,"one_slider",5,"Julia",0.3,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","female",0,"most uninteresting","uninteresting"
116,3261,"one_slider",6,"Greg",0.4,"successful","most successful","morphological","neg_positive","not successful","person","male",0,"most unsuccessful","unsuccessful"
116,2858,"one_slider",7,"Melinda",0.18,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
116,3922,"one_slider",8,"Daniel",0.71,"friendly","most friendly","morphological","positive","friendly","person","male",0,"most unfriendly","unfriendly"
116,6075,"one_slider",9,"Stephen",0.59,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
116,4257,"one_slider",10,"Laura",0.5,"wise","most wise","lexical","neg_antonym","not foolish","person","female",0,"most foolish","foolish"
116,3861,"one_slider",11,"Monica",0.84,"fat","fattest","lexical","neg_antonym","not skinny","person","female",1,"skinniest","skinny"
116,5991,"one_slider",12,"Kim",0.18,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
116,3151,"one_slider",13,"Alicia",0.36,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
116,3540,"one_slider",14,"David",0.22,"intelligent","most intelligent","morphological","antonym","unintelligent","person","male",0,"most unintelligent","unintelligent"
116,3824,"one_slider",15,"Sophia",0.29,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
116,3059,"one_slider",16,"Kathleen",0.63,"strong","strongest","lexical","positive","strong","person","female",1,"weakest","weak"
117,23388,"one_slider",1,"Julia",0.51,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
117,9997,"one_slider",2,"Daniel",0.26,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
117,6778,"one_slider",3,"Stephanie",0.5,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
117,9108,"one_slider",4,"David",0.38,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
117,6938,"one_slider",5,"Cameron",0.58,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
117,6939,"one_slider",6,"Laura",0.48,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
117,8404,"one_slider",7,"Greg",0.6,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
117,5006,"one_slider",8,"John",0.4,"intelligent","most intelligent","morphological","antonym","unintelligent","person","male",0,"most unintelligent","unintelligent"
117,3879,"one_slider",9,"Kim",0.58,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
117,6598,"one_slider",10,"Alexander",0.57,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
117,4049,"one_slider",11,"Eric",0.43,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
117,5537,"one_slider",12,"Michelle",0.37,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
117,2975,"one_slider",13,"Maya",0.59,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
117,3972,"one_slider",14,"Tom",0.47,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
117,7189,"one_slider",15,"Gabriel",0.5,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","male",0,"most ugly","ugly"
117,5504,"one_slider",16,"Anthony",0.35,"loud","most loud","lexical","antonym","quiet","person","male",0,"most quiet","quiet"
118,13598,"one_slider",1,"Stephanie",0.35,"successful","most successful","morphological","antonym","unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
118,7887,"one_slider",2,"Stephen",0.52,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
118,3592,"one_slider",3,"Veronica",1,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
118,4728,"one_slider",4,"Greg",0.44,"educated","most educated","morphological","neg_antonym","not uneducated","person","male",0,"most uneducated","uneducated"
118,2975,"one_slider",5,"Melinda",0.96,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
118,6574,"one_slider",6,"Maya",0.55,"fat","fattest","lexical","neg_positive","not fat","person","female",1,"skinniest","skinny"
118,8927,"one_slider",7,"Michelle",0.38,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
118,9471,"one_slider",8,"Claire",0.14,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
118,6503,"one_slider",9,"Angela",0,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
118,4783,"one_slider",10,"Lee",1,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
